data,sku,categoria,regime_verdadeiro,unidades,preco,flag_promocao,temperatura_media
2023-03-07,SKU_12,pecas,intermittent,0.0,10.13,1,29.8
2023-03-08,SKU_12,pecas,intermittent,25.0,11.63,0,27.6
2023-03-09,SKU_12,pecas,intermittent,0.0,12.17,0,27.4
2023-03-10,SKU_12,pecas,intermittent,0.0,12.06,0,30.1
2023-03-11,SKU_12,pecas,intermittent,16.0,11.54,0,28.1
2023-03-12,SKU_12,pecas,intermittent,0.0,12.16,0,26.0
2023-03-13,SKU_12,pecas,intermittent,0.0,11.99,0,26.3
2023-03-14,SKU_12,pecas,intermittent,0.0,11.81,0,26.8
2023-03-15,SKU_12,pecas,intermittent,27.0,11.79,0,29.7
2023-03-16,SKU_12,pecas,intermittent,32.0,11.86,0,29.1
2023-03-17,SKU_12,pecas,intermittent,0.0,11.81,0,30.3
2023-03-18,SKU_12,pecas,intermittent,0.0,11.84,0,28.1
2023-03-19,SKU_12,pecas,intermittent,55.0,12.34,0,29.3
2023-03-20,SKU_12,pecas,intermittent,38.0,12.07,0,30.3
2023-03-21,SKU_12,pecas,intermittent,27.0,12.41,0,28.5
2023-03-22,SKU_12,pecas,intermittent,26.0,10.25,1,30.1
2023-03-23,SKU_12,pecas,intermittent,0.0,12.12,0,27.9
2023-03-24,SKU_12,pecas,intermittent,0.0,11.82,0,28.5
2023-03-25,SKU_12,pecas,intermittent,0.0,11.97,0,28.5
2023-03-26,SKU_12,pecas,intermittent,0.0,11.98,0,27.0
2023-03-27,SKU_12,pecas,intermittent,0.0,12.12,0,30.4
2023-03-28,SKU_12,pecas,intermittent,0.0,11.99,0,28.5
2023-03-29,SKU_12,pecas,intermittent,30.0,12.07,0,29.5
2023-03-30,SKU_12,pecas,intermittent,29.0,12.06,0,30.5
2023-03-31,SKU_12,pecas,intermittent,0.0,11.94,0,30.5
2023-04-01,SKU_12,pecas,intermittent,0.0,11.92,0,30.9
2023-04-02,SKU_12,pecas,intermittent,27.0,11.87,0,29.4
2023-04-03,SKU_12,pecas,intermittent,0.0,12.22,0,28.8
2023-04-04,SKU_12,pecas,intermittent,0.0,11.94,0,29.5
2023-04-05,SKU_12,pecas,intermittent,27.0,12.07,0,26.4
2023-04-06,SKU_12,pecas,intermittent,0.0,11.97,0,26.9
2023-04-07,SKU_12,pecas,intermittent,25.0,12.21,0,27.1
2023-04-08,SKU_12,pecas,intermittent,0.0,11.6,0,27.8
2023-04-09,SKU_12,pecas,intermittent,0.0,12.06,0,30.6
2023-04-10,SKU_12,pecas,intermittent,0.0,11.75,0,28.1
2023-04-11,SKU_12,pecas,intermittent,0.0,12.08,0,29.1
2023-04-12,SKU_12,pecas,intermittent,0.0,11.97,0,32.5
2023-04-13,SKU_12,pecas,intermittent,47.0,11.7,0,29.2
2023-04-14,SKU_12,pecas,intermittent,20.0,12.07,0,31.4
2023-04-15,SKU_12,pecas,intermittent,0.0,12.04,0,28.1
2023-04-16,SKU_12,pecas,intermittent,0.0,11.95,0,29.6
2023-04-17,SKU_12,pecas,intermittent,0.0,11.98,0,28.1
2023-04-18,SKU_12,pecas,intermittent,0.0,12.03,0,29.3
2023-04-19,SKU_12,pecas,intermittent,0.0,12.24,0,31.7
2023-04-20,SKU_12,pecas,intermittent,0.0,11.94,0,26.5
2023-04-21,SKU_12,pecas,intermittent,0.0,12.2,0,30.9
2023-04-22,SKU_12,pecas,intermittent,26.0,10.19,1,30.5
2023-04-23,SKU_12,pecas,intermittent,0.0,12.26,0,28.8
2023-04-24,SKU_12,pecas,intermittent,0.0,11.95,0,27.1
2023-04-25,SKU_12,pecas,intermittent,0.0,11.87,0,30.1
2023-04-26,SKU_12,pecas,intermittent,38.0,11.78,0,28.9
2023-04-27,SKU_12,pecas,intermittent,0.0,11.99,0,30.4
2023-04-28,SKU_12,pecas,intermittent,0.0,11.84,0,30.0
2023-04-29,SKU_12,pecas,intermittent,27.0,12.28,0,33.2
2023-04-30,SKU_12,pecas,intermittent,42.0,11.83,0,29.5
2023-05-01,SKU_12,pecas,intermittent,0.0,11.86,0,27.9
2023-05-02,SKU_12,pecas,intermittent,0.0,12.12,0,30.3
2023-05-03,SKU_12,pecas,intermittent,0.0,12.24,0,30.3
2023-05-04,SKU_12,pecas,intermittent,0.0,12.15,0,32.6
2023-05-05,SKU_12,pecas,intermittent,21.0,12.21,0,31.5
2023-05-06,SKU_12,pecas,intermittent,21.0,11.98,0,30.5
2023-05-07,SKU_12,pecas,intermittent,0.0,11.99,0,32.7
2023-05-08,SKU_12,pecas,intermittent,28.0,12.4,0,27.4
2023-05-09,SKU_12,pecas,intermittent,22.0,12.34,0,28.5
2023-05-10,SKU_12,pecas,intermittent,25.0,12.14,0,27.9
2023-05-11,SKU_12,pecas,intermittent,34.0,12.22,0,28.9
2023-05-12,SKU_12,pecas,intermittent,20.0,12.17,0,26.9
2023-05-13,SKU_12,pecas,intermittent,0.0,11.76,0,30.9
2023-05-14,SKU_12,pecas,intermittent,0.0,11.99,0,29.1
2023-05-15,SKU_12,pecas,intermittent,0.0,12.3,0,26.6
2023-05-16,SKU_12,pecas,intermittent,28.0,12.14,0,27.5
2023-05-17,SKU_12,pecas,intermittent,0.0,11.99,0,30.1
2023-05-18,SKU_12,pecas,intermittent,32.0,12.3,0,31.1
2023-05-19,SKU_12,pecas,intermittent,12.0,12.07,0,33.4
2023-05-20,SKU_12,pecas,intermittent,26.0,12.15,0,35.2
2023-05-21,SKU_12,pecas,intermittent,0.0,12.07,0,30.1
2023-05-22,SKU_12,pecas,intermittent,0.0,12.11,0,27.3
2023-05-23,SKU_12,pecas,intermittent,0.0,10.32,1,24.9
2023-05-24,SKU_12,pecas,intermittent,22.0,12.26,0,29.7
2023-05-25,SKU_12,pecas,intermittent,56.0,12.29,0,27.4
2023-05-26,SKU_12,pecas,intermittent,0.0,11.91,0,28.2
2023-05-27,SKU_12,pecas,intermittent,19.0,12.07,0,27.7
2023-05-28,SKU_12,pecas,intermittent,0.0,12.25,0,28.6
2023-05-29,SKU_12,pecas,intermittent,0.0,11.97,0,31.0
2023-05-30,SKU_12,pecas,intermittent,0.0,11.74,0,29.1
2023-05-31,SKU_12,pecas,intermittent,23.0,11.82,0,28.4
2023-06-01,SKU_12,pecas,intermittent,28.0,11.83,0,26.6
2023-06-02,SKU_12,pecas,intermittent,18.0,11.91,0,25.2
2023-06-03,SKU_12,pecas,intermittent,0.0,11.85,0,27.5
2023-06-04,SKU_12,pecas,intermittent,0.0,12.21,0,28.3
2023-06-05,SKU_12,pecas,intermittent,31.0,11.94,0,31.9
2023-06-06,SKU_12,pecas,intermittent,0.0,10.45,1,28.6
2023-06-07,SKU_12,pecas,intermittent,25.0,11.77,0,30.2
2023-06-08,SKU_12,pecas,intermittent,21.0,11.93,0,27.2
2023-06-09,SKU_12,pecas,intermittent,21.0,12.02,0,25.7
2023-06-10,SKU_12,pecas,intermittent,0.0,12.16,0,26.1
2023-06-11,SKU_12,pecas,intermittent,28.0,12.23,0,26.5
2023-06-12,SKU_12,pecas,intermittent,32.0,11.89,0,32.1
2023-06-13,SKU_12,pecas,intermittent,29.0,12.2,0,26.1
2023-06-14,SKU_12,pecas,intermittent,29.0,11.66,0,29.4
2023-06-15,SKU_12,pecas,intermittent,0.0,12.17,0,25.8
2023-06-16,SKU_12,pecas,intermittent,19.0,11.73,0,29.4
2023-06-17,SKU_12,pecas,intermittent,0.0,12.09,0,28.2
2023-06-18,SKU_12,pecas,intermittent,0.0,12.23,0,27.0
2023-06-19,SKU_12,pecas,intermittent,41.0,12.18,0,27.2
2023-06-20,SKU_12,pecas,intermittent,0.0,11.67,0,25.9
2023-06-21,SKU_12,pecas,intermittent,0.0,11.91,0,28.0
2023-06-22,SKU_12,pecas,intermittent,0.0,12.14,0,26.1
2023-06-23,SKU_12,pecas,intermittent,27.0,12.14,0,24.5
2023-06-24,SKU_12,pecas,intermittent,0.0,12.06,0,24.3
2023-06-25,SKU_12,pecas,intermittent,0.0,11.56,0,27.1
2023-06-26,SKU_12,pecas,intermittent,35.0,12.24,0,29.8
2023-06-27,SKU_12,pecas,intermittent,0.0,12.28,0,26.9
2023-06-28,SKU_12,pecas,intermittent,26.0,12.03,0,26.2
2023-06-29,SKU_12,pecas,intermittent,0.0,12.05,0,26.9
2023-06-30,SKU_12,pecas,intermittent,0.0,12.1,0,28.9
2023-07-01,SKU_12,pecas,intermittent,0.0,12.29,0,26.6
2023-07-02,SKU_12,pecas,intermittent,42.0,12.05,0,25.3
2023-07-03,SKU_12,pecas,intermittent,0.0,11.96,0,28.2
2023-07-04,SKU_12,pecas,intermittent,47.0,12.08,0,26.7
2023-07-05,SKU_12,pecas,intermittent,0.0,12.0,0,28.9
2023-07-06,SKU_12,pecas,intermittent,0.0,12.0,0,26.0
2023-07-07,SKU_12,pecas,intermittent,13.0,11.65,0,23.1
2023-07-08,SKU_12,pecas,intermittent,0.0,12.1,0,22.7
2023-07-09,SKU_12,pecas,intermittent,0.0,12.23,0,28.7
2023-07-10,SKU_12,pecas,intermittent,0.0,12.2,0,28.7
2023-07-11,SKU_12,pecas,intermittent,32.0,12.19,0,24.8
2023-07-12,SKU_12,pecas,intermittent,28.0,11.99,0,24.3
2023-07-13,SKU_12,pecas,intermittent,26.0,12.03,0,27.9
2023-07-14,SKU_12,pecas,intermittent,0.0,12.24,0,22.7
2023-07-15,SKU_12,pecas,intermittent,16.0,12.17,0,23.0
2023-07-16,SKU_12,pecas,intermittent,30.0,12.3,0,26.0
2023-07-17,SKU_12,pecas,intermittent,68.0,11.87,0,23.8
2023-07-18,SKU_12,pecas,intermittent,0.0,11.86,0,24.5
2023-07-19,SKU_12,pecas,intermittent,22.0,11.93,0,24.0
2023-07-20,SKU_12,pecas,intermittent,0.0,11.81,0,24.9
2023-07-21,SKU_12,pecas,intermittent,20.0,11.74,0,27.0
2023-07-22,SKU_12,pecas,intermittent,0.0,12.09,0,24.2
2023-07-23,SKU_12,pecas,intermittent,0.0,12.08,0,25.2
2023-07-24,SKU_12,pecas,intermittent,0.0,12.05,0,19.7
2023-07-25,SKU_12,pecas,intermittent,0.0,12.07,0,23.6
2023-07-26,SKU_12,pecas,intermittent,26.0,11.71,0,22.0
2023-07-27,SKU_12,pecas,intermittent,22.0,11.9,0,21.1
2023-07-28,SKU_12,pecas,intermittent,18.0,11.94,0,21.7
2023-07-29,SKU_12,pecas,intermittent,13.0,12.01,0,22.7
2023-07-30,SKU_12,pecas,intermittent,0.0,11.71,0,25.1
2023-07-31,SKU_12,pecas,intermittent,0.0,10.01,1,20.5
2023-08-01,SKU_12,pecas,intermittent,0.0,11.91,0,23.1
2023-08-02,SKU_12,pecas,intermittent,41.0,12.21,0,22.0
2023-08-03,SKU_12,pecas,intermittent,0.0,12.05,0,22.2
2023-08-04,SKU_12,pecas,intermittent,0.0,12.2,0,24.7
2023-08-05,SKU_12,pecas,intermittent,0.0,11.98,0,23.7
2023-08-06,SKU_12,pecas,intermittent,14.0,12.0,0,25.2
2023-08-07,SKU_12,pecas,intermittent,0.0,12.1,0,22.1
2023-08-08,SKU_12,pecas,intermittent,0.0,11.96,0,20.9
2023-08-09,SKU_12,pecas,intermittent,42.0,11.88,0,21.8
2023-08-10,SKU_12,pecas,intermittent,0.0,11.7,0,22.6
2023-08-11,SKU_12,pecas,intermittent,0.0,11.88,0,22.4
2023-08-12,SKU_12,pecas,intermittent,14.0,12.17,0,19.8
2023-08-13,SKU_12,pecas,intermittent,40.0,12.25,0,22.0
2023-08-14,SKU_12,pecas,intermittent,43.0,11.85,0,22.2
2023-08-15,SKU_12,pecas,intermittent,0.0,11.65,0,26.7
2023-08-16,SKU_12,pecas,intermittent,0.0,10.39,1,25.3
2023-08-17,SKU_12,pecas,intermittent,0.0,12.01,0,19.7
2023-08-18,SKU_12,pecas,intermittent,17.0,11.73,0,20.8
2023-08-19,SKU_12,pecas,intermittent,0.0,11.38,0,18.3
2023-08-20,SKU_12,pecas,intermittent,0.0,11.81,0,20.0
2023-08-21,SKU_12,pecas,intermittent,0.0,11.91,0,21.7
2023-08-22,SKU_12,pecas,intermittent,0.0,11.77,0,23.4
2023-08-23,SKU_12,pecas,intermittent,0.0,12.14,0,19.4
2023-08-24,SKU_12,pecas,intermittent,17.0,11.84,0,19.5
2023-08-25,SKU_12,pecas,intermittent,12.0,12.0,0,16.4
2023-08-26,SKU_12,pecas,intermittent,0.0,10.67,1,20.3
2023-08-27,SKU_12,pecas,intermittent,20.0,12.02,0,18.4
2023-08-28,SKU_12,pecas,intermittent,29.0,11.98,0,19.4
2023-08-29,SKU_12,pecas,intermittent,0.0,10.18,1,18.6
2023-08-30,SKU_12,pecas,intermittent,0.0,12.13,0,20.1
2023-08-31,SKU_12,pecas,intermittent,0.0,12.11,0,16.7
2023-09-01,SKU_12,pecas,intermittent,14.0,11.8,0,17.2
2023-09-02,SKU_12,pecas,intermittent,0.0,11.92,0,24.3
2023-09-03,SKU_12,pecas,intermittent,0.0,11.87,0,17.4
2023-09-04,SKU_12,pecas,intermittent,28.0,11.94,0,17.7
2023-09-05,SKU_12,pecas,intermittent,14.0,12.37,0,23.5
2023-09-06,SKU_12,pecas,intermittent,27.0,12.12,0,25.6
2023-09-07,SKU_12,pecas,intermittent,0.0,11.98,0,17.4
2023-09-08,SKU_12,pecas,intermittent,0.0,12.25,0,18.9
2023-09-09,SKU_12,pecas,intermittent,0.0,12.04,0,20.2
2023-09-10,SKU_12,pecas,intermittent,22.0,11.67,0,22.9
2023-09-11,SKU_12,pecas,intermittent,27.0,12.33,0,17.4
2023-09-12,SKU_12,pecas,intermittent,0.0,11.97,0,18.9
2023-09-13,SKU_12,pecas,intermittent,0.0,11.55,0,20.8
2023-09-14,SKU_12,pecas,intermittent,28.0,11.68,0,20.1
2023-09-15,SKU_12,pecas,intermittent,0.0,12.23,0,18.4
2023-09-16,SKU_12,pecas,intermittent,0.0,9.88,1,18.8
2023-09-17,SKU_12,pecas,intermittent,0.0,12.27,0,16.3
2023-09-18,SKU_12,pecas,intermittent,14.0,12.02,0,18.5
2023-09-19,SKU_12,pecas,intermittent,0.0,12.14,0,18.4
2023-09-20,SKU_12,pecas,intermittent,0.0,11.95,0,19.3
2023-09-21,SKU_12,pecas,intermittent,0.0,12.1,0,17.7
2023-09-22,SKU_12,pecas,intermittent,12.0,12.06,0,19.7
2023-09-23,SKU_12,pecas,intermittent,32.0,11.99,0,20.7
2023-09-24,SKU_12,pecas,intermittent,27.0,11.79,0,19.0
2023-09-25,SKU_12,pecas,intermittent,0.0,12.07,0,19.3
2023-09-26,SKU_12,pecas,intermittent,0.0,11.64,0,18.7
2023-09-27,SKU_12,pecas,intermittent,0.0,12.19,0,18.5
2023-09-28,SKU_12,pecas,intermittent,0.0,12.04,0,17.1
2023-09-29,SKU_12,pecas,intermittent,11.0,12.09,0,19.1
2023-09-30,SKU_12,pecas,intermittent,0.0,11.48,0,18.2
2023-10-01,SKU_12,pecas,intermittent,33.0,11.77,0,22.6
2023-10-02,SKU_12,pecas,intermittent,0.0,11.9,0,21.5
2023-10-03,SKU_12,pecas,intermittent,41.0,12.13,0,19.1
2023-10-04,SKU_12,pecas,intermittent,18.0,11.81,0,16.8
2023-10-05,SKU_12,pecas,intermittent,0.0,12.51,0,16.0
2023-10-06,SKU_12,pecas,intermittent,0.0,11.95,0,20.6
2023-10-07,SKU_12,pecas,intermittent,0.0,11.8,0,18.7
2023-10-08,SKU_12,pecas,intermittent,32.0,11.96,0,19.1
2023-10-09,SKU_12,pecas,intermittent,0.0,11.81,0,14.7
2023-10-10,SKU_12,pecas,intermittent,30.0,11.76,0,20.0
2023-10-11,SKU_12,pecas,intermittent,0.0,12.2,0,19.0
2023-10-12,SKU_12,pecas,intermittent,0.0,10.3,1,15.9
2023-10-13,SKU_12,pecas,intermittent,17.0,12.1,0,17.1
2023-10-14,SKU_12,pecas,intermittent,16.0,12.26,0,18.6
2023-10-15,SKU_12,pecas,intermittent,33.0,12.1,0,18.1
2023-10-16,SKU_12,pecas,intermittent,17.0,11.79,0,17.4
2023-10-17,SKU_12,pecas,intermittent,0.0,12.14,0,17.8
2023-10-18,SKU_12,pecas,intermittent,23.0,11.77,0,17.5
2023-10-19,SKU_12,pecas,intermittent,34.0,11.9,0,18.3
2023-10-20,SKU_12,pecas,intermittent,0.0,11.99,0,20.9
2023-10-21,SKU_12,pecas,intermittent,0.0,11.97,0,12.9
2023-10-22,SKU_12,pecas,intermittent,0.0,11.64,0,17.5
2023-10-23,SKU_12,pecas,intermittent,0.0,11.81,0,18.4
2023-10-24,SKU_12,pecas,intermittent,0.0,12.0,0,18.6
2023-10-25,SKU_12,pecas,intermittent,30.0,11.88,0,17.3
2023-10-26,SKU_12,pecas,intermittent,0.0,12.23,0,14.5
2023-10-27,SKU_12,pecas,intermittent,0.0,12.26,0,18.7
2023-10-28,SKU_12,pecas,intermittent,0.0,11.78,0,21.5
2023-10-29,SKU_12,pecas,intermittent,0.0,12.01,0,15.0
2023-10-30,SKU_12,pecas,intermittent,0.0,12.32,0,19.8
2023-10-31,SKU_12,pecas,intermittent,19.0,11.97,0,17.4
2023-11-01,SKU_12,pecas,intermittent,0.0,11.92,0,18.0
2023-11-02,SKU_12,pecas,intermittent,29.0,12.17,0,16.0
2023-11-03,SKU_12,pecas,intermittent,0.0,11.95,0,17.5
2023-11-04,SKU_12,pecas,intermittent,16.0,12.25,0,20.8
2023-11-05,SKU_12,pecas,intermittent,0.0,10.08,1,19.3
2023-11-06,SKU_12,pecas,intermittent,0.0,11.91,0,21.7
2023-11-07,SKU_12,pecas,intermittent,30.0,12.16,0,20.6
2023-11-08,SKU_12,pecas,intermittent,0.0,12.02,0,19.1
2023-11-09,SKU_12,pecas,intermittent,27.0,12.02,0,21.8
2023-11-10,SKU_12,pecas,intermittent,10.0,11.62,0,19.2
2023-11-11,SKU_12,pecas,intermittent,9.0,11.93,0,20.0
2023-11-12,SKU_12,pecas,intermittent,0.0,12.17,0,17.8
2023-11-13,SKU_12,pecas,intermittent,0.0,11.84,0,18.6
2023-11-14,SKU_12,pecas,intermittent,33.0,12.14,0,17.1
2023-11-15,SKU_12,pecas,intermittent,0.0,12.05,0,20.5
2023-11-16,SKU_12,pecas,intermittent,0.0,11.96,0,16.2
2023-11-17,SKU_12,pecas,intermittent,17.0,12.27,0,20.2
2023-11-18,SKU_12,pecas,intermittent,0.0,11.93,0,18.3
2023-11-19,SKU_12,pecas,intermittent,22.0,11.95,0,21.0
2023-11-20,SKU_12,pecas,intermittent,0.0,11.96,0,20.2
2023-11-21,SKU_12,pecas,intermittent,0.0,12.02,0,22.4
2023-11-22,SKU_12,pecas,intermittent,0.0,12.15,0,20.3
2023-11-23,SKU_12,pecas,intermittent,39.0,11.71,0,15.8
2023-11-24,SKU_12,pecas,intermittent,17.0,12.17,0,18.8
2023-11-25,SKU_12,pecas,intermittent,0.0,12.01,0,16.7
2023-11-26,SKU_12,pecas,intermittent,0.0,12.11,0,18.0
2023-11-27,SKU_12,pecas,intermittent,0.0,12.48,0,22.2
2023-11-28,SKU_12,pecas,intermittent,0.0,11.9,0,20.5
2023-11-29,SKU_12,pecas,intermittent,0.0,11.76,0,17.9
2023-11-30,SKU_12,pecas,intermittent,19.0,12.04,0,17.3
2023-12-01,SKU_12,pecas,intermittent,13.0,12.07,0,19.4
2023-12-02,SKU_12,pecas,intermittent,12.0,12.17,0,17.0
2023-12-03,SKU_12,pecas,intermittent,27.0,11.89,0,18.2
2023-12-04,SKU_12,pecas,intermittent,0.0,11.83,0,20.2
2023-12-05,SKU_12,pecas,intermittent,41.0,11.69,0,22.0
2023-12-06,SKU_12,pecas,intermittent,0.0,11.73,0,20.9
2023-12-07,SKU_12,pecas,intermittent,42.0,10.12,1,15.2
2023-12-08,SKU_12,pecas,intermittent,0.0,11.98,0,20.5
2023-12-09,SKU_12,pecas,intermittent,13.0,12.41,0,20.1
2023-12-10,SKU_12,pecas,intermittent,15.0,11.66,0,20.9
2023-12-11,SKU_12,pecas,intermittent,0.0,12.07,0,23.3
2023-12-12,SKU_12,pecas,intermittent,19.0,11.85,0,16.1
2023-12-13,SKU_12,pecas,intermittent,0.0,12.04,0,19.1
2023-12-14,SKU_12,pecas,intermittent,43.0,11.89,0,21.5
2023-12-15,SKU_12,pecas,intermittent,0.0,12.21,0,17.3
2023-12-16,SKU_12,pecas,intermittent,18.0,12.21,0,23.5
2023-12-17,SKU_12,pecas,intermittent,32.0,11.98,0,21.3
2023-12-18,SKU_12,pecas,intermittent,0.0,12.29,0,22.4
2023-12-19,SKU_12,pecas,intermittent,0.0,12.15,0,19.6
2023-12-20,SKU_12,pecas,intermittent,0.0,12.28,0,22.5
2023-12-21,SKU_12,pecas,intermittent,36.0,11.99,0,23.1
2023-12-22,SKU_12,pecas,intermittent,0.0,10.39,1,21.5
2023-12-23,SKU_12,pecas,intermittent,24.0,11.85,0,21.6
2023-12-24,SKU_12,pecas,intermittent,0.0,11.83,0,21.8
2023-12-25,SKU_12,pecas,intermittent,0.0,12.44,0,19.6
2023-12-26,SKU_12,pecas,intermittent,33.0,11.78,0,21.1
2023-12-27,SKU_12,pecas,intermittent,23.0,11.91,0,21.2
2023-12-28,SKU_12,pecas,intermittent,0.0,11.62,0,22.4
2023-12-29,SKU_12,pecas,intermittent,0.0,11.83,0,23.7
2023-12-30,SKU_12,pecas,intermittent,0.0,11.8,0,19.7
2023-12-31,SKU_12,pecas,intermittent,0.0,11.87,0,21.6
2024-01-01,SKU_12,pecas,intermittent,0.0,12.06,0,24.9
2024-01-02,SKU_12,pecas,intermittent,34.0,12.11,0,20.6
2024-01-03,SKU_12,pecas,intermittent,0.0,11.8,0,20.5
2024-01-04,SKU_12,pecas,intermittent,0.0,11.84,0,22.7
2024-01-05,SKU_12,pecas,intermittent,0.0,12.22,0,24.1
2024-01-06,SKU_12,pecas,intermittent,0.0,12.34,0,22.5
2024-01-07,SKU_12,pecas,intermittent,0.0,12.25,0,25.2
2024-01-08,SKU_12,pecas,intermittent,22.0,11.67,0,24.4
2024-01-09,SKU_12,pecas,intermittent,0.0,12.24,0,24.5
2024-01-10,SKU_12,pecas,intermittent,44.0,12.37,0,24.0
2024-01-11,SKU_12,pecas,intermittent,22.0,11.66,0,27.6
2024-01-12,SKU_12,pecas,intermittent,17.0,12.22,0,22.7
2024-01-13,SKU_12,pecas,intermittent,37.0,12.05,0,19.2
2024-01-14,SKU_12,pecas,intermittent,61.0,10.13,1,26.5
2024-01-15,SKU_12,pecas,intermittent,0.0,12.02,0,22.5
2024-01-16,SKU_12,pecas,intermittent,27.0,12.09,0,23.7
2024-01-17,SKU_12,pecas,intermittent,30.0,12.23,0,26.2
2024-01-18,SKU_12,pecas,intermittent,47.0,12.22,0,20.5
2024-01-19,SKU_12,pecas,intermittent,0.0,11.7,0,21.3
2024-01-20,SKU_12,pecas,intermittent,0.0,11.87,0,20.7
2024-01-21,SKU_12,pecas,intermittent,0.0,12.02,0,22.4
2024-01-22,SKU_12,pecas,intermittent,0.0,12.31,0,25.0
2024-01-23,SKU_12,pecas,intermittent,0.0,11.45,0,25.3
2024-01-24,SKU_12,pecas,intermittent,31.0,11.88,0,24.9
2024-01-25,SKU_12,pecas,intermittent,0.0,11.69,0,21.6
2024-01-26,SKU_12,pecas,intermittent,0.0,11.73,0,19.9
2024-01-27,SKU_12,pecas,intermittent,21.0,12.2,0,24.7
2024-01-28,SKU_12,pecas,intermittent,0.0,11.89,0,23.8
2024-01-29,SKU_12,pecas,intermittent,27.0,11.53,0,25.7
2024-01-30,SKU_12,pecas,intermittent,0.0,11.97,0,26.3
2024-01-31,SKU_12,pecas,intermittent,52.0,10.61,1,25.3
2024-02-01,SKU_12,pecas,intermittent,0.0,9.84,1,26.6
2024-02-02,SKU_12,pecas,intermittent,45.0,10.31,1,25.7
2024-02-03,SKU_12,pecas,intermittent,0.0,12.31,0,26.4
2024-02-04,SKU_12,pecas,intermittent,0.0,11.99,0,24.0
2024-02-05,SKU_12,pecas,intermittent,42.0,10.59,1,25.2
2024-02-06,SKU_12,pecas,intermittent,40.0,11.87,0,26.0
2024-02-07,SKU_12,pecas,intermittent,0.0,12.29,0,27.4
2024-02-08,SKU_12,pecas,intermittent,29.0,12.24,0,25.0
2024-02-09,SKU_12,pecas,intermittent,19.0,11.99,0,27.0
2024-02-10,SKU_12,pecas,intermittent,0.0,11.7,0,25.5
2024-02-11,SKU_12,pecas,intermittent,0.0,11.8,0,25.9
2024-02-12,SKU_12,pecas,intermittent,23.0,11.53,0,27.9
2024-02-13,SKU_12,pecas,intermittent,0.0,12.12,0,22.3
2024-02-14,SKU_12,pecas,intermittent,35.0,12.09,0,23.8
2024-02-15,SKU_12,pecas,intermittent,0.0,12.02,0,23.5
2024-02-16,SKU_12,pecas,intermittent,27.0,11.98,0,21.9
2024-02-17,SKU_12,pecas,intermittent,13.0,12.27,0,25.3
2024-02-18,SKU_12,pecas,intermittent,40.0,12.06,0,28.3
2024-02-19,SKU_12,pecas,intermittent,0.0,11.89,0,26.3
2024-02-20,SKU_12,pecas,intermittent,29.0,12.03,0,27.4
2024-02-21,SKU_12,pecas,intermittent,0.0,12.41,0,29.2
2024-02-22,SKU_12,pecas,intermittent,0.0,12.12,0,29.8
2024-02-23,SKU_12,pecas,intermittent,0.0,11.92,0,27.1
2024-02-24,SKU_12,pecas,intermittent,33.0,11.99,0,30.0
2024-02-25,SKU_12,pecas,intermittent,0.0,12.09,0,27.6
2024-02-26,SKU_12,pecas,intermittent,0.0,11.92,0,25.8
2024-02-27,SKU_12,pecas,intermittent,25.0,11.9,0,26.4
2024-02-28,SKU_12,pecas,intermittent,43.0,12.0,0,24.7
2024-02-29,SKU_12,pecas,intermittent,0.0,12.3,0,26.0
2024-03-01,SKU_12,pecas,intermittent,27.0,12.16,0,27.1
2024-03-02,SKU_12,pecas,intermittent,0.0,11.92,0,29.5
2024-03-03,SKU_12,pecas,intermittent,0.0,12.17,0,31.4
2024-03-04,SKU_12,pecas,intermittent,36.0,12.0,0,25.3
2024-03-05,SKU_12,pecas,intermittent,30.0,12.07,0,28.9
2024-03-06,SKU_12,pecas,intermittent,74.0,12.05,0,26.1
2024-03-07,SKU_12,pecas,intermittent,0.0,11.58,0,29.2
2024-03-08,SKU_12,pecas,intermittent,0.0,11.39,0,28.1
2024-03-09,SKU_12,pecas,intermittent,0.0,12.05,0,24.8
2024-03-10,SKU_12,pecas,intermittent,0.0,11.83,0,30.3
2024-03-11,SKU_12,pecas,intermittent,0.0,11.67,0,27.3
2024-03-12,SKU_12,pecas,intermittent,37.0,11.84,0,27.5
2024-03-13,SKU_12,pecas,intermittent,33.0,12.18,0,26.5
2024-03-14,SKU_12,pecas,intermittent,26.0,12.07,0,27.4
2024-03-15,SKU_12,pecas,intermittent,30.0,12.15,0,29.7
2024-03-16,SKU_12,pecas,intermittent,20.0,12.09,0,28.5
2024-03-17,SKU_12,pecas,intermittent,0.0,11.82,0,29.6
2024-03-18,SKU_12,pecas,intermittent,18.0,12.16,0,29.7
2024-03-19,SKU_12,pecas,intermittent,34.0,12.12,0,31.7
2024-03-20,SKU_12,pecas,intermittent,0.0,10.18,1,28.4
2024-03-21,SKU_12,pecas,intermittent,0.0,10.21,1,26.2
2024-03-22,SKU_12,pecas,intermittent,0.0,12.16,0,31.3
2024-03-23,SKU_12,pecas,intermittent,18.0,11.85,0,28.6
2024-03-24,SKU_12,pecas,intermittent,62.0,12.22,0,31.5
2024-03-25,SKU_12,pecas,intermittent,54.0,12.11,0,30.1
2024-03-26,SKU_12,pecas,intermittent,29.0,12.0,0,29.1
2024-03-27,SKU_12,pecas,intermittent,53.0,12.31,0,30.1
